RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a2_x1,a2_x2,a2_x3,a2_x4,a3_x1,a3_x2,a3_x3,a3_x4
279593,8,5,5,3,2,1,3,3,3,2,1,4,1,1,1,1
279593,18,3,3,2,1,2,2,6,2,3,3,1,1,1,1,1
279593,7,8,8,3,1,3,2,3,2,1,3,4,1,1,1,1
279593,2,9,9,1,2,2,2,1,3,3,3,2,1,1,1,1
279593,6,7,7,1,2,3,1,2,3,1,2,3,1,1,1,1
279593,3,1,1,3,3,3,3,1,1,1,1,2,1,1,1,1
279593,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
279598,12,2,2,3,1,1,3,4,2,2,1,5,1,1,1,1
279598,11,6,6,3,3,3,2,4,1,1,3,5,1,1,1,1
279598,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1
279598,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
279598,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
279598,13,9,9,3,3,2,3,5,1,3,1,6,1,1,1,1
279598,18,7,7,2,1,2,2,6,2,3,3,1,1,1,1,1
279598,8,1,1,3,2,1,3,3,3,2,1,4,1,1,1,1
279598,9,4,4,3,3,2,1,3,1,3,2,4,1,1,1,1
279614,17,9,9,2,3,1,1,6,1,2,2,1,1,1,1,1
279614,12,7,7,3,1,1,3,4,2,2,1,5,1,1,1,1
279614,15,8,8,3,2,1,2,5,3,2,3,6,1,1,1,1
279614,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
279614,9,4,4,1,3,2,1,3,1,3,2,4,1,1,1,1
279614,14,6,6,3,1,3,1,5,2,1,2,6,1,1,1,1
279614,10,2,2,2,2,2,1,4,3,3,2,5,1,1,1,1
279614,13,3,3,3,3,2,3,5,1,3,1,6,1,1,1,1
279614,4,5,5,1,3,1,2,2,1,2,3,3,1,1,1,1
279629,11,3,3,1,3,3,2,4,1,1,3,5,1,1,1,1
279629,10,5,5,3,2,2,1,4,3,3,2,5,1,1,1,1
279629,12,2,2,3,1,1,3,4,2,2,1,5,1,1,1,1
279629,14,6,6,3,1,3,1,5,2,1,2,6,1,1,1,1
279629,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
279629,7,4,4,1,1,3,2,3,2,1,3,4,1,1,1,1
279629,13,8,8,3,3,2,3,5,1,3,1,6,1,1,1,1
279629,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
279629,3,7,7,1,3,3,3,1,1,1,1,2,1,1,1,1
